CCS,Adduct,SMILES
212.42,[M-H]-,[H][C@](O)(CO)COP(OC[C@]([H])(O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O
186.53,[M-H]-,Fc1ccccc1S(=O)(=O)N(Cc1ccccc1N1CCOCC1)C
173.495,[M+H]+,O=C(C1=CC2=CC=CC=C2C=C1)C(CCC)N3CCCC3
207.7,[M+H]+,CCCN(C(=O)c1cc(ccc1C)S(=O)(=O)N1CCOCC1)Cc1nnc(o1)c1cccs1
191.56,[M+H]+,O=C(c1cncn1c1ccccc1)N1CCCC(C1)c1nc2c(s1)cccc2
180.06,[M+Na]+,CC(NC(=O)COc1ccc(cc1)C(=O)c1ccccc1)C
134.7,[M+H]+,C1=CC=C2C(=C1)N=C3C=CC=CC3=N2
234.88,[M-H]-,CC(N(C(=O)CN1CCC(CC1)c1nc2c(o1)cccc2)Cc1nnc(o1)c1ccccc1Cl)C
158.65,[M-H]-,OC1=CC(Cl)=C(C=C1)C1=C(Cl)C=CC(Cl)=C1
225.4025714,[M+Na]+,CCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O
146.9222222,[M+Na]+,CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O
191.38,[M+H]+,COc1ccc(cc1CS(=O)(=O)CC(=O)Nc1scc(n1)c1cccs1)C(=O)C
197.02,[M+Na]+,O=C(N1CCCC(C1)c1nc2c(s1)cccc2)CSc1nnc(o1)c1ccoc1C
180.11,[M+Na]+,O=C1CCCN1c1ccc(cc1)NC(=O)c1cc(oc1C)C
214.25,[M-H]-,Fc1ccc(cc1)n1c(SCC(=O)N2CCCC3C2CCCC3)nnc1c1ccncc1
214.22,[M+H]+,O=C([C@@H]1CCCN1C(=O)c1cccs1)Nc1ccc(cc1)S(=O)(=O)N1CCOCC1
179.15,[M+H]+,CCCCCC(=O)Nc1ccc(cc1)Nc1ccccc1
178.39,[M-H]-,COC(=O)c1ccc(cc1)COC(=O)c1c[nH]c2c1cccc2
178.65,[M+H]+,COc1cc(OC)cc(c1)C(=O)NCCc1c[nH]c2c1cccc2
218.41,[M+H]+,COc1ccc(cc1C(=O)N1CCC(=CC1)c1ccccc1)S(=O)(=O)N1CCCCCC1
199.76,[M-H]-,O=C(Nc1cccc(c1)C=Cc1ccccn1)CCc1nc2ccccc2c(=O)[nH]1
180.57,[M+H]+,O=C(Cc1c[nH]c2c1cccc2)NCCSc1ccc(cc1)C
284.9,[M-H]-,[H][C@@](CO\C=C/CCCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CC\C=C/C\C=C/C\C=C/C=C/CC\C=C/C\C=C/CC
174.62,[M+H]+,O=C(c1ccc2c(c1)OCCO2)NCc1ccccc1OC(F)(F)F
171.0,[M+H]+,CC(C(C(=O)N)Sc1nnc(o1)c1ccccc1Br)C
191.32,[M+Na]+,O=C(NC1CCCC(C1C)C)COC(=O)c1ccccc1Br
183.56,[M+H]+,Cc1ccc(cc1)NC(=O)c1ccc(cc1)OCC1CCCO1
200.91,[M+Na]+,O=C(N1CCN(CC1)C(=O)c1ccco1)COc1ccccc1C(=O)NCc1ccccc1
196.27,[M+Na]+,CCCC1(NC(=O)N(C1=O)CC(=O)NCCC(C)C)c1ccccc1
170.69,[M+H]+,OC1CCC(CC1)NC(=O)CSCc1ccc(cc1)C
190.96,[M+H]+,COC(=O)CC1N(CCc2c1cc(OC)c(c2)OC)Cc1ccc(cc1)F
118.6247061,[M-H]-,CC(C)C(C(=O)O)O
202.4,[M-H]-,CCn1c(SC(c2ccccc2)C(=O)NC2CC2)nnc1N1CCOCC1
133.3,[M+H]+,C(CON=C(N)N)[C@@H](C(=O)O)N
187.34,[M-H]-,O=C1NC(C(=O)N1CCOc1c(C)cccc1C)(C)c1ccccc1
196.82,[M-H]-,O=C(c1ccco1)Nc1sc(c(c1C(c1ccccc1)N1CCCC1)C)C	
208.92,[M+Na]+,O=C(NC(c1cccs1)c1ccc(cc1)F)CN1CCN(CC1)C(=O)C1COc2c(O1)cccc2
199.64,[M+Na]+,CSCc1nnc(o1)Sc1nc(C)nc2c1c(cs2)c1ccccc1
195.36,[M-H]-,CSc1ccc(cc1)CN1C(=O)NC(C1=O)(C)c1cccc2c1cccc2
200.14,[M+Na]+,O=C(Nc1ccccc1C(=O)Nc1ccccc1)CN(Cc1cccs1)Cc1ccco1
196.14,[M-H]-,COc1ccc(c(c1)C(=O)C)OCC(=O)Nc1ccc2c(c1)OCCCO2
196.09,[M+H]+,Fc1ccccc1OCCSc1nnc(n1Cc1ccccc1)c1ccncc1
200.88,[M-H]-,Cc1cnc2c(c1)cccc2S(=O)(=O)N1CCN(CC1)Cc1csc(n1)c1ccsc1
216.6833333,[M+Na]+,F[C@]([C@](C=C1)(C)C2=CC1=O)([C@H]3O)[C@@H](CC2)[C@H](C[C@@H]4C)[C@@](C3)(C)[C@]4(C(CO)=O)O
189.22,[M+H]+,O=C(Nc1ccc2c(c1)CCC2)CSc1nn2c(n1)nc(cc2C)C
216.24,[M+H]+,Cc1cccc(c1)n1c(nnc1N1CCOCC1)SC(C(=O)N1CCOCC1)c1ccccc1
165.54,[M-H]-,CCC(NC(=O)c1cc2c(s1)n(nc2C)C)CC
165.75,[M+H]+,c1ccc(cc1)c1occ(n1)CSc1nnnn1C1CC1
165.03,[M+Na]+,Cc1ccc(c(c1)C(=O)NCCc1ccccc1)O
232.26,[M+Na]+,CCOc1cc(ccc1OCC(=O)N1CCOCC1)C(=O)N=c1sccn1Cc1ccccc1
158.68,[M+H]+,Cc1sc2c(c1)c(ncn2)Nc1ccccc1O
206.77,[M+H]+,O=C(CSc1nnnn1C1CCCC1)NCC1(CCCC1)c1ccc2c(c1)OCCO2
155.0,[M+H]+,CC(C(NC(=O)c1ccc(o1)Br)(C#N)C)C
155.7,[M-H]-,CCNc1nc(O)nc(n1)NC(C)(C)C
204.55,[M-H]-,NC(=O)C1Cc2ccccc2CN1C(=O)c1cc(nn1c1ccccc1)c1ccccc1
215.63,[M-H]-,O=C(NC1CC1)CSc1ccccc1C(=O)Nc1cccc(c1)c1nc2c([nH]1)cccc2
191.81,[M+H]+,CSCCC(C(=O)NCc1cccnc1)NC(=O)c1ccccc1Br
176.59,[M+H]+,CCC(c1ccc(cc1)Br)NC(=O)c1ccccc1OC
196.6,[M-H]-,[C@](COP(=O)(O)O)([H])(O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O
200.89,[M+H]+,COc1ccc(cc1)N1C(=O)CCC(C1c1ccccc1)C(=O)NC1=NCCS1
194.81,[M+Na]+,C=CCNC(=O)NC(=O)CN1C(=O)NC(C1=O)(CC)c1ccc(cc1)F
196.67,[M+Na]+,CSCCC(C(=O)N1CCC(CC1)C)NC(=O)c1ccccc1Br
201.85,[M+H]+,Nc1nnc(s1)SCC(=O)c1cc(n(c1C)Cc1ccc2c(c1)OCO2)C
212.97,[M-H]-,CCN(S(=O)(=O)c1ccc(=O)n(c1)CC(=O)NC(c1ccccc1)c1ccccc1)CC
194.46,[M+Na]+,Fc1cc(C=CC(=O)N2CCCc3c2cccc3)c2c(c1)COCO2
192.65,[M+Na]+,CC(C(=O)Nc1ccccc1c1ccccc1)Sc1nc2ccccc2c(=O)n1C
193.3,[M+Na]+,O=C(Nc1ccc(cc1)Cl)CNC(=O)c1ccc2c(c1)OCO2
179.93,[M+H]+,O=C(Nc1cccnc1)COc1c(C)cc(cc1Cl)Br
202.23,[M+H]+,Cc1ccc(cc1)n1c(nn(c1=S)CN(CC(=O)N1CCCC1)C)c1ccc(cc1)Cl
179.0,[M+Na]+,CC1=CC(=NC(=N1)C)NS(=O)(=O)C2=CC=C(C=C2)N
206.11,[M+Na]+,COc1cn(nc1C(=O)N1CCN(CC1)C(c1nc2c(s1)cccc2)C)c1ccccc1
162.01,[M+H]+,COC(=O)c1cnc(s1)NC(=O)c1cccc(c1)F
180.4,[M-H]-,COc1ccc(cc1OC)C(=O)CN1C(=O)NC2(C1=O)CCCCC2C
191.89,[M+H]+,O=C(CCC(=O)c1ccc2c(c1)CCC2)NCCC(=O)N1CCCC1
185.81,[M+H]+,CCN(S(=O)(=O)c1ccc(=O)n(c1)CC(=O)c1ccc(cc1F)F)CC
209.12,[M+H]+,Fc1ccc(cc1)C1(C)NC(=O)N(C1=O)CC(=O)N(C1CC1)Cc1ccc(cc1)C(C)C
199.46,[M-H]-,CSCCC(C(=O)N(Cc1ccsc1)C)NC(=O)c1ccccc1Br
168.82,[M-H]-,COc1ccc(cc1)C1(C)NC(=O)N(C1=O)CC(=C)Cl
192.76,[M-H]-,C=CCn1c(nnc1c1ccoc1C)SC(c1nnnn1c1ccccc1)C
196.27,[M+Na]+,Clc1ccc(s1)S(=O)(=O)N1CCN(CC1)C(=O)c1cc2c(o1)cccc2
185.08,[M-H]-,Cc1cc(cc(c1)C)NC(C(=O)c1c(N)n(C)c(=O)n(c1=O)C)C
222.57,[M-H]-,O=C(N1CCN(CC1)S(=O)(=O)Cc1ccccc1)COc1ccccc1C(=O)Nc1ccccc1
165.57,[M+Na]+,CN(Cc1ccc(cc1)C(=O)N)CCOc1ccccc1
206.72,[M+H]+,C=CCN1C(=O)c2c(C1=O)cc(cc2)C(=O)OC(c1nnc(o1)c1cccs1)C
192.86,[M-H]-,CCN(c1ccccc1)C(=O)CSc1nnc(o1)c1ccc(cc1)OC
193.34,[M+H]+,O=C(c1ccc2c(c1)CCCC2)CN1C(=O)NC(C1=O)(C)c1ccccc1
210.09,[M-H]-,O=C(Nc1ccc(cc1C)N1CCCC1)CNC(=O)C1CCCCC1
209.4,[M+Na]+,Cc1ccc(cc1)S(=O)(=O)N1CCC[C@H]1C(=O)N1CCN(CC1)S(=O)(=O)c1cccs1
185.65,[M+H]+,COc1ccc(cc1C(=O)NCC1(CCCCC1)N1CCOCC1)Cl
215.09,[M+Na]+,O=C(N1CCN(CC1)c1ccccc1Cl)C1CCN(CC1)S(=O)(=O)c1cccs1
167.3,[M+H]+,COc1ccccc1NC(=O)c1nn2c(n1)nccc2C
196.89,[M-H]-,CCc1ccc(cc1)C(N(C)C)Cn1c(=O)[nH]c2c(c1=C)cccc2
155.28,[M+H]+,N#CCN1C(=O)NC2(C1=O)CCc1c2cccc1
189.52,[M-H]-,Cc1ccc(c(c1)C(=O)CCC(=O)N1CCc2c1cccc2)C
173.18,[M+H]+,O=C(NC(C)(C)C)CNC(=O)c1cccc(c1)C(=O)N
213.1,[M-H]-,Fc1ccc(cc1)S(=O)(=O)N1CCCC1C(=O)N1CCN(CC1)C(=O)c1ccco1
219.97,[M+Na]+,CN(S(=O)(=O)c1cccc(c1)CSc1nnc(n1c1ccccc1)c1ccc2c(c1)OCO2)C
200.32,[M+Na]+,O=C(c1ccccc1OCc1nnnn1c1ccccc1)Nc1ccccc1
198.92,[M-H]-,O=C(C(OC(=O)c1cn(c2c1cccc2)C)C)NCC1CCCCC1
196.79,[M+H]+,Cc1cccc(c1)Nc1nnc(s1)SC(c1nnc(o1)c1cccs1)C
184.575,[M+Na]+,ClC1=CC=CC=C1S(=O)(NC(NC2=NC(C)=NC(OC)=N2)=O)=O
190.76,[M+Na]+,CCC1(CC)NC(=O)N(C1=O)CC(=O)NC(=O)NC1CCCC1
192.05,[M+H]+,N#Cc1ccc(cc1)CN(S(=O)(=O)c1ccccc1)c1ccncc1
187.31,[M+H]+,c1coc(c1)Cn1c(SCc2noc(n2)c2cccs2)nnc1C1CC1
167.85,[M-H]-,Fc1ccc(cc1)c1csc(n1)NC(=O)c1ccccn1
179.54,[M+H]+,Brc1cc(Br)c(c(c1)C(=O)NCCCn1ccnc1)O
192.27,[M-H]-,O=C(c1ccccc1Br)NCC(c1ccco1)N1CCCCC1
183.59,[M-H]-,O=C(C(C)(C)C)COC(=O)c1cccc(c1)NC(=O)c1cccs1
188.65,[M+H]+,N#Cc1ccccc1c1ccc(cc1)Cn1c2ccccc2nc1S(=O)(=O)C
215.97,[M+H]+,COc1cc(ccc1OCC(=O)N1CCOCC1)C(=O)N1CCCCC1c1nc2c(s1)cccc2
192.93,[M-H]-,O=C(Nc1ccccc1Cc1ccccc1)COC(=O)c1nn2c(n1)nccc2C
155.09,[M+H]+,N#Cc1ccsc1NC(=O)Cn1ccccc1=O
192.33,[M+Na]+,O=C(N1CCN(CC1)c1ncccn1)CCc1cnn(c1)c1ccccc1
209.71,[M+H]+,O=C(N1CCCC1)CN1CCN(CC1)C(=O)c1cccc(c1)Oc1ccccc1
180.14,[M-H]-,O=C(c1cc2c([nH]1)cccc2)NCCNC(=O)c1cccn1C
214.21,[M-H]-,O=C1N(C(CCCC)=NC12CCCC2)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NN=NN5
186.7,[M-H]-,O=c1n(cnc2c1ccs2)c1c(=O)[nH]c2c(c1c1ccccc1)cccc2
205.73,[M+H]+,Clc1cccc(c1)C1(CCCCC1)C(=O)N1CCN(CC1)CC(=O)N1CCCC1
275.7,[M-H]-,[H][C@@](COC(=O)CCCCCCCCC\C=C\CCCCCC)(COP(O)(=O)OCCN)OC(=O)CCC\C=C\C\C=C\C\C=C\C\C=C\CCCCC
178.28,[M+Na]+,COc1ccccc1NC(=O)COC(=O)c1onc(c1)C
199.25,[M+Na]+,COc1ccc(cc1OC)CCN(C(C(=O)Nc1ccccc1c1ccccc1)C)C
187.92,[M+H]+,C=CCN(S(=O)(=O)c1ccccc1OC)S(=O)(=O)c1ccc(cc1)Cl
205.11,[M-H]-,CCOc1ccc(cc1)C(NC(=O)NC1CCSc2c1cc(F)cc2)C
150.51,[M-H]-,Cc1onc(c1S(=O)(=O)NC1CCCC1)C
195.45,[M-H]-,O=C(CCCc1nc2ccccc2c(=O)[nH]1)NCCCCOc1ccccc1
218.08,[M-H]-,O=C(N1CCN(CC1)C(=O)c1ccco1)CSc1nnc(n1c1ccccc1)c1ccccc1
198.31,[M+H]+,CCN(C(=O)CSc1nnc(n1C1CC1)c1cccnc1)Cc1ccc(s1)Cl
186.82,[M-H]-,O=C(CN1C(=O)NC2(C1=O)CCCc1c2cccc1)NC(C(C)C)C
196.89,[M+Na]+,N#Cc1ccccc1S(=O)(=O)N(Cc1ccccc1N1CCCC1)C
200.21,[M+Na]+,O=C(C(Cc1ccccc1)NC(=O)OCc1ccccc1)N1CCN(CC1)C(=O)C1CC1
187.9,[M-H]-,O=C(c1ccccc1c1ccccc1)Nc1ccc(c(c1)F)n1cncn1
152.83,[M-H]-,CC(=O)Nc1ccc(cc1)OC(=O)C(=C)C
184.6,[M-H]-,CCC1(NC(=O)N(C1=O)CC(=O)N(C1CCCCC1)C)c1ccc(cc1)F
184.77,[M+H]+,Fc1ccc(cc1)C(C(C)C)NCc1cc(=O)n2c(n1)ccc(c2)Cl
192.51,[M+Na]+,O=C(Cc1noc2c1cccc2)Nc1ccc(cc1)N1CCCS1(=O)=O
181.61,[M+H]+,O=C(Nc1ccccc1F)CSc1nnc(o1)c1ccccc1Br
175.73,[M-H]-,Clc1ccccc1C(n1cnc2c1c(=O)n(C)c(=O)n2C)C
195.22,[M+Na]+,CCN(S(=O)(=O)c1ccc(cc1)S(=O)(=O)Nc1ccc(c(c1)Cl)F)CC
185.53,[M+Na]+,O=C(N1N=C(CC1c1cccs1)c1cccs1)CCN1CCOCC1
160.73,[M+H]+,COc1ccc(cc1)C=CC(=O)c1cccc(c1)O
188.29,[M+H]+,O=C(N1CCCC1)CNC(=O)c1cc2c(s1)c1ccccc1CC2
182.36,[M+H]+,O=C(CN(C(=O)CSC1=NCCS1)C)Nc1ccc(cc1)Cl
189.04,[M+H]+,CC(C(=O)N1CCN(CC1)C(=O)c1ccc(=O)n(n1)Cc1ccccc1)C
200.3,[M+Na]+,O=C(C1CCCN1C(=O)c1ccco1)NCc1cn(nc1c1ccccc1)Cc1ccccc1
204.56,[M+Na]+,O=C(c1ccc(cc1)n1cnnn1)Nc1ccnn1C1CCCCC1
284.9,[M+H]+,CCCCCCCCCCCCCCCC(=O)O[C@]([H])(CO\C=C/CCCCCCCCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C
175.0,[M-H]-,CCONC(=O)c1ccc(cc1)C1SCCCS1
158.23,[M+H]+,N#CC(Sc1ncnc2c1cc(s2)CC)C
195.09,[M-H]-,CCC(C(=O)Nc1ccc(cc1)F)OC(=O)c1cccc(c1)NC(=O)C
196.61,[M+H]+,Cc1ccc(o1)C=Cc1nc(=S)n([nH]1)CN(C(C)C)Cc1ccccc1
275.515,[M+Na]+,[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCC)=O
171.78,[M+H]+,Fc1cccc(c1)CN1C(=O)NC2(C1=O)CCc1c2cccc1
185.22,[M+H]+,CCN(C(=O)c1ccc(cc1)NC(=O)C=Cc1ccco1)CC
159.21,[M+H]+,CN(C(=O)c1c(C)onc1c1c(Cl)cccc1Cl)C
212.86,[M+H]+,O=C(c1ccc(cc1)OCC1CCCO1)Nc1ccc(cc1)N1CCOCC1
131.7737492,[M-H]-,C([C@@H](C(=O)NCC(=O)O)N)S
232.78,[M+Na]+,O=C(c1ccc(cc1)S(=O)(=O)N1CCOCC1)Nc1scc(n1)c1ccc2c(c1)OCO2
196.02,[M+H]+,COC(=O)C1=C(C)NC(=C(C1C(=O)OCC(=O)NC(=O)NCC=C)C(=O)OC)C
204.01,[M+H]+,CN(C(=O)COC(=O)c1ccccc1c1ncc(o1)c1ccccc1F)Cc1cccs1
209.44,[M+Na]+,O=C(N(C1CCCC1)Cc1ccc2c(c1)OCO2)c1ccc(cc1)n1cnnn1
180.73,[M-H]-,N#CC1(CCCC1)NC(=O)CN(Cc1cccc(c1)F)C
199.61,[M+Na]+,COc1ccc2c(c1)ccc(c2)C1(C)NC(=O)N(C1=O)CC(=O)NC1CC1
204.29,[M+Na]+,Cc1ccc(cc1S(=O)(=O)N1CCCCCC1)NC(=O)c1ccccc1Br
185.26,[M-H]-,CC(CC1(C)NC(=O)N(C1=O)CC(=O)N(C1CCCCC1)C(C)C)C
199.28,[M+Na]+,COc1ccc(cc1)NC(=O)C(C(C)C)NC(=O)c1ccc(cc1)C
189.31,[M+H]+,CC(=O)NCCCNC(=O)c1cc(nc2c1cccc2)c1ccncc1
175.05,[M+H]+,COCCNC(=O)NC(=O)CSc1ccc2c(c1)OCCO2
189.46,[M+Na]+,O=C1NC(C(=O)N1CCOc1c(C)cccc1C)(C)c1ccccc1
200.7,[M-H]-,COc1ccc(cc1)CNC(=O)CC1(CCCC1)CC(=O)N1CCOCC1
193.23,[M+Na]+,O=C(NC12CC3CC(C2)CC(C1)C3)COc1ncnc2c1ccs2
181.04,[M-H]-,CC1OC(C)CN(C1)Cc1nnc(o1)c1ccc(o1)Br
213.67,[M-H]-,O=C(NC1CCCCC1)CN(CC(=O)Nc1c(C)cccc1C)CC(=O)Nc1c(C)cccc1C
197.6,[M-H]-,C[C@@H](C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)O)N
207.72,[M+Na]+,Cc1ccc(cc1)C1CC(=NN1C(=O)c1cccs1)c1ccccc1NS(=O)(=O)C
172.02,[M+Na]+,CC(n1nccc1NS(=O)(=O)c1ccccc1)C
198.21,[M+Na]+,CCC1(CC)NC(=O)N(C1=O)CC(=O)NC(c1ccc(cc1)CC(C)C)C
198.97,[M+H]+,COc1cccc(c1)c1nnc(n1Cc1ccco1)SC(C(=O)NCc1ccccc1)C
171.09,[M-H]-,O=C(Nc1ccc(cc1)F)C=Cc1ccc(o1)Br
189.77,[M+H]+,CCN(CC(=O)Nc1c(=O)n(n(c1C)C)c1ccccc1)Cc1ccccc1
198.23,[M+H]+,O=C(N1CCN(CC1)S(=O)(=O)c1cccs1)COc1cccc2c1cccc2
187.88,[M+Na]+,O=C(CN1C(=O)NC2(C1=O)CCCc1c2cccc1)NCc1ccc(cc1)C
217.39,[M+Na]+,N#Cc1ccc(cc1)S(=O)(=O)N(CC(=O)N(C1CC(C)CC(C1)(C)C)C1CC1)C
168.69,[M+H]+,c1ccc(cc1)Nc1nnc(s1)SCc1ccccn1
189.01,[M-H]-,COC(=O)c1ccc(c(c1)NC(=O)Cn1cnc2c(c1=O)cnn2C)C
173.64,[M+Na]+,CC(=O)NCC(=O)N1CCN(CC1)c1cccc(c1)C(F)(F)F
163.495,[M+H]+,O=S(OC1=CC=C2OC(C(C)(C)C2=C1)OCC)(C)=O
202.74,[M-H]-,CCN(C(=O)CN1C(=O)NC(C1=O)(Cc1ccccc1)c1ccccc1)Cc1cccs1
216.93,[M+H]+,CNC(=O)C1CN(CC(=O)N2N=C(CC2c2ccco2)c2ccc(cc2)OC)c2c(O1)cccc2
198.84,[M-H]-,CC(CNC(=O)NC(=O)CN1C(=O)NC(C1=O)(C)c1cccc(c1)Br)C
188.26,[M+H]+,O=C(Nc1ccccc1c1ccccc1)CCC1=C(C)NS(=O)(=O)N=C1C
183.1725768,[M+Na]+,C1C[C@H](N(C1)C(=O)[C@H](CC2=CN=CN2)NC(=O)[C@@H]3CCC(=O)N3)C(=O)N
176.69,[M+Na]+,Fc1ccc(c(c1)Br)C(=O)Nc1ccccc1C(C)C
162.26982,[M+Na]+,CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O
207.29,[M-H]-,Cc1cccc(c1)N1CCN(CC1)C(=O)C(C(C)C)NC1=NS(=O)(=O)c2c1cccc2
188.28,[M+H]+,COc1cc(OC)cc(c1)C(=O)NCC(=O)Nc1c(C)cccc1C
184.49,[M-H]-,O=C(Nc1cc(Cl)ccc1N1CCCCCC1)CCNC(=O)C
205.61,[M-H]-,CC(Sc1nnc(n1c1ccccc1)c1cc(ccc1C)S(=O)(=O)N1CCOCC1)C
195.19,[M-H]-,Fc1ccccc1c1csc(n1)Cn1c(CN2CCOCC2)nc2c(c1=O)cccc2
175.3,[M-H]-,CC1CCC2(CC1)NC(=O)N(C2=O)Cc1ccc(cc1Cl)F
188.07,[M+H]+,CCc1ccc(cc1)NC(=O)C(NCCc1c[nH]c2c1cccc2)C
274.65,[M-H]-,[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O)(=O)O
208.3,[M-H]-,O=C(Nc1ccccc1C(=O)NC1CC1)CN1CCCC(C1)c1nc2c(s1)cccc2
200.69,[M+Na]+,O=C(N(C1CC1)Cc1nnc(o1)c1ccccc1Cl)CC1OC(=O)c2c1cccc2
213.36,[M-H]-,CCNc1ccc(cc1NCC(=O)Nc1ccccc1c1ccccc1)S(=O)(=O)N1CCOCC1
220.0,[M+Na]+,Clc1ccc(cc1)C1=NN(C(C1)c1ccco1)C(=O)C(N1CCN(CC1)c1ccccn1)C
214.39,[M-H]-,CCCCCCCCC1CC1CCCCCCCC(=O)O[C@H](CO)CO[P]([O-])(=O)OCC[NH3+]
156.1,[M+H]+,CC(c1ccc2c3cc(ccc3[nH]c2c1)Cl)C(=O)O
185.5,[M+H]+,O=C(N1CCc2c1cccc2)COc1ncnc2c1c(C)c(s2)C
185.68,[M+H]+,O=C(N1CCN(CC1)c1ncccn1)CN(C1CC1)Cc1ccco1
186.78,[M-H]-,O=C(CN1CCN(CC1)C(=O)c1cc(Cl)c2c(c1)OCCO2)NC1CC1
188.37,[M+Na]+,COCCNc1cnn(c(=O)c1Cl)c1ccc(cn1)C(F)(F)F
188.46,[M+H]+,O=C(C1(CCCC1)S(=O)(=O)c1ccccc1)Nc1ccc2c(c1)OCCO2
196.54,[M+H]+,CCc1cccc(c1)NC(=O)C(=Cc1ccco1)n1nnnc1c1ccccc1
149.4,[M-H]-,CC(C)(C(=O)O)Oc1ccc(cc1)Cl
184.58,[M+H]+,O=C(N(C1CC1)Cc1ccccc1F)CSc1nnc(n1C1CC1)C1CC1
173.4,[M+H]+,CC(C)C(NC(O)=O)C(\O)=N\C(C)C1=NC2=CC=C(F)C=C2S1
161.58,[M+H]+,NC(=O)CCS(=O)(=O)CCN1CCc2c1cccc2
226.07,[M+H]+,COc1ccc(cc1NC(=O)C1(CCCCC1)CC(=O)NC1CC1)S(=O)(=O)N1CCOCC1
202.47,[M-H]-,CSCCC(C(=O)N1CCc2c(C1)ccs2)NC(=O)c1ccccc1Br
198.74,[M+Na]+,O=C(N1CCN(CC1)C(=O)c1cc(oc1C)C)Nc1ccccc1Cc1ccccc1
205.93,[M+H]+,COc1ccc(cc1)CN(C(=O)COC(=O)c1cc(n(c1C)C1CC1)C)C1CC1
191.22,[M-H]-,O=C(C(C)CC)OCCCCCCCCCCCCCCCCCC
176.73,[M-H]-,COc1cccc(c1)CNC(=O)c1ccc(cc1Br)F
193.49,[M-H]-,O=C(Nc1cccc(c1Cl)Cl)CCCNC(=O)C12CC3CC(C2)CC(C1)C3
196.98,[M+H]+,O=C(C(N1CCCC1c1ccc2c(c1)OCCCO2)c1ccccc1)NC1CC1
171.2,[M+Na]+,C1=CC=C(C=C1)CC(=NC(CCC(=N)O)(C(=O)O)[H])O
167.82,[M+Na]+,CCN(C(=O)Cc1c[nH]c2c1cccc2)Cc1ccccc1
193.1,[M+H]+,O=C(C1CC2CCCC(C1)C2=O)OCc1ccc(cc1)c1ccccc1
172.9,[M+Na]+,CN(S(=O)(=O)c1ccc(cc1)C)CC(=O)N1CCC1
206.34,[M-H]-,COc1cc(cc(c1OC(C)C)Cl)C(=O)N(CC(=O)N1C(C)CC(=O)Nc2c1cccc2)C
203.11,[M-H]-,S=c1oc(nn1CN(Cc1ccccc1)Cc1ccccc1)C1COc2c(O1)cccc2
204.85,[M-H]-,COc1ccc(cc1S(=O)(=O)N1CCOCC1)CC(=O)Nc1ccccc1n1nc(cc1C)C
181.69,[M+H]+,O=C(N(C1CCCC1)Cc1ccc2c(c1)OCO2)c1ccncc1
203.68,[M-H]-,O=C(c1cccc(c1)S(=O)(=O)NCc1cccs1)NCc1ccc2c(c1)OCO2
224.79,[M+H]+,Clc1ccc(cc1)N(C(=O)c1ccc(cc1)S(=O)(=O)N(c1ccccc1)C)C1=NC(CS1)C
188.33,[M+H]+,CN(Cn1ncc(c(c1=O)Cl)Cl)Cc1ccc(cc1)C(=O)NCC(F)(F)F
192.15,[M+H]+,CC(C)C(N)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)NC(C(C)C)C(O)=O
221.03,[M+H]+,O=C(C1CCCN1S(=O)(=O)c1ccc(cc1)F)Nc1ccc(cc1)S(=O)(=O)N1CCCCC1
205.86,[M+Na]+,COc1ccc(cc1)C1=CCN(CC1)C(=O)c1ccc2c(c1)OCO2
197.55,[M+H]+,O=C(NCc1ccc(cc1)Cl)CSc1nnc(o1)c1ccccc1Br
171.66,[M-H]-,CSc1ccccc1C(=O)Nc1ccc2c(c1)CCC2
148.3,[M-H]-,CC(C(C=1C=NC2=C(C(=NC(=N)N2)O)N1)(O)[H])(O)[H]
255.7833333,[M-H]-,[C@](COP(=O)(O)O)([H])(OC(CCCCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O
199.03,[M+H]+,COc1cc(CCNCC(COCc2ccc(c(c2)OC)OC)O)ccc1OC
212.3,[M-H]-,COc1ccc(cc1)C(N1CCCCC1)CNS(=O)(=O)c1ccc2c(c1)OCCCO2
162.8051999,[M+H]+,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=NC2=O)N
197.38,[M+Na]+,CN(C(=O)CN1C(=O)NC(C1=O)(C)c1ccc(cc1)C(C)(C)C)Cc1ccccc1
